date,count
2010-09-11,
2010-09-12,
2010-09-13,
2010-09-14,683
2010-09-15,665
2010-09-16,774
2010-09-17,631
2010-09-18,526
2010-09-19,
2010-09-20,691
2010-09-21,
2010-09-22,
2010-09-23,
2010-09-24,655
2010-09-25,
2010-09-26,
2010-09-27,738
2010-09-28,744
2010-09-29,746
2010-09-30,711
2010-10-01,766
2010-10-02,515
2010-10-03,579
2010-10-04,
2010-10-05,765
2010-10-06,
2010-10-07,748
2010-10-08,672
2010-10-09,546
2010-10-10,
2010-10-11,685
2010-10-12,
2010-10-13,
2010-10-14,
2010-10-15,683
2010-10-16,612
2010-10-17,
2010-10-18,
2010-10-19,2094
2010-10-20,
2010-10-21,
2010-10-22,
2010-10-23,
2010-10-24,
2010-10-25,860
2010-10-26,
2010-10-27,790
2010-10-28,786
2010-10-29,
2010-10-30,
2010-10-31,
2010-11-01,734
2010-11-02,
2010-11-03,
2010-11-04,
2010-11-05,
2010-11-06,
2010-11-07,
2010-11-08,
2010-11-09,
2010-11-10,
2010-11-11,
2010-11-12,
2010-11-13,
2010-11-14,
2010-11-15,
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,775
2010-11-20,
2010-11-21,646
2010-11-22,817
2010-11-23,
2010-11-24,
2010-11-25,
2010-11-26,715
2010-11-27,595
2010-11-28,
2010-11-29,
2010-11-30,898
2010-12-01,818
2010-12-02,
2010-12-03,817
2010-12-04,
2010-12-05,
2010-12-06,786
2010-12-07,
2010-12-08,
2010-12-09,
2010-12-10,
2010-12-11,584
2010-12-12,
2010-12-13,1118
2010-12-14,861
2010-12-15,
2010-12-16,
2010-12-17,
2010-12-18,
2010-12-19,639
2010-12-20,
2010-12-21,
2010-12-22,
2010-12-23,928
2010-12-24,
2010-12-25,
2010-12-26,461
2010-12-27,649
2010-12-28,
2010-12-29,
2010-12-30,
2010-12-31,
